timestamp,cpu,before,rtg,hs,nl,pl,after
209.324747,4,126,126,0,0,258,703
209.32475,5,703,703,703,0,703,703
209.324754,6,648,703,703,0,703,703
209.324761,7,136,136,0,0,0,136
209.372108,0,231,231,0,0,231,325
209.372111,1,325,325,0,0,325,325
209.372114,2,294,325,325,0,325,325
209.372118,3,325,325,325,0,325,325
209.372125,4,692,692,692,0,692,692
209.37213,5,635,692,692,0,692,692
209.372134,6,367,692,0,0,692,692
209.372139,7,160,160,0,0,0,160
209.375422,0,185,185,0,0,185,325
209.375425,1,325,325,325,0,325,325
209.375429,2,279,325,0,0,325,325
209.375432,3,325,325,325,0,325,325
209.37544,4,692,692,692,0,692,737
209.375444,5,635,692,0,0,737,737
209.37545,6,564,737,0,0,737,737
209.375456,7,0,0,0,0,0,0
209.375498,0,185,185,0,0,185,325
209.375501,1,325,325,325,0,325,325
209.375505,2,279,325,0,0,325,325
209.375508,3,325,325,325,0,325,325
209.375515,4,692,692,692,0,692,737
209.375519,5,635,692,692,0,737,737
209.375523,6,564,737,0,0,737,737
209.375528,7,0,0,0,0,0,0
209.390689,0,325,325,325,0,325,325
209.390692,1,325,325,325,0,325,325
209.390697,2,303,325,325,0,325,325
209.390701,3,322,325,325,0,325,325
209.390709,4,646,646,646,0,646,646
209.390712,5,457,646,0,0,646,646
209.390715,6,643,646,646,0,646,646
209.390722,7,243,243,0,0,0,243
209.39092,0,325,325,325,0,325,325
209.390924,1,325,325,325,0,325,325
209.390928,2,303,325,325,0,325,325
209.390932,3,322,325,325,0,325,325
209.390939,4,646,646,646,0,646,646
209.390943,5,285,646,0,0,646,646
209.390946,6,643,646,646,0,646,646
209.390953,7,382,382,0,0,0,382
209.392043,0,300,300,300,0,306,358
209.392047,1,325,325,325,0,325,358
209.392051,2,318,325,325,0,325,358
209.392056,3,250,325,0,0,358,358
209.392062,4,224,224,0,0,224,828
209.392065,5,612,612,0,0,612,828
209.392068,6,828,828,828,0,828,828
209.392074,7,154,154,0,0,0,154
209.408258,0,299,299,299,0,301,325
209.408265,1,294,301,301,0,301,325
209.40827,2,323,323,323,0,325,325
209.408274,3,215,325,0,0,325,325
209.40828,4,650,650,650,0,650,676
209.408284,5,664,664,0,0,664,676
209.408287,6,676,676,676,0,676,676
209.408294,7,69,69,0,0,0,69
209.411697,0,286,286,0,0,286,325
209.4117,1,299,299,299,0,301,325
209.411704,2,323,323,323,0,325,325
209.411709,3,213,325,0,0,325,325
209.411715,4,502,502,0,0,990,990
209.411717,5,146,990,0,0,990,990
209.411721,6,676,990,990,0,990,990
209.411727,7,608,608,0,0,0,608
209.413905,4,479,479,0,0,695,976
209.413907,5,687,695,695,0,976,976
209.413913,6,676,976,976,0,976,976
209.413924,0,286,286,0,0,286,343
209.413927,1,294,294,294,0,294,343
209.413931,2,323,323,323,0,325,343
209.413935,3,299,325,325,0,343,343
209.413942,4,479,479,0,0,695,976
209.413944,5,687,695,0,0,976,976
209.413948,6,676,976,976,0,976,976
209.413954,7,188,188,0,0,0,188
209.413986,0,286,286,0,0,286,343
209.413989,1,294,294,294,0,294,343
209.413993,2,323,323,323,0,325,343
209.413998,3,299,325,325,0,343,343
209.414006,4,479,479,0,0,695,976
209.414008,5,687,695,695,0,976,976
209.414013,6,157,976,0,0,976,976
209.414018,7,612,612,0,0,0,612
209.414193,4,479,479,0,0,695,976
209.414196,5,687,695,695,0,976,976
209.4142,6,301,976,0,0,976,976
209.414215,0,286,286,0,0,286,343
209.414217,1,294,294,294,0,294,343
209.414222,2,323,323,323,0,325,343
209.414226,3,299,325,325,0,343,343
209.414233,4,479,479,0,0,695,980
209.414235,5,687,695,695,0,980,980
209.414239,6,301,980,0,0,980,980
209.414245,7,492,492,0,0,0,492
209.414512,0,286,286,0,0,286,325
209.414514,1,325,325,0,0,325,325
209.414518,2,323,325,325,0,325,325
209.414522,3,299,325,325,0,325,325
209.414529,4,479,479,0,0,695,695
209.414532,5,687,695,695,0,695,695
209.414536,6,221,695,0,0,695,695
209.414541,7,492,492,492,0,0,492
209.416006,0,189,189,0,0,205,325
209.416009,1,299,299,299,0,301,325
209.416013,2,323,323,323,0,325,325
209.41602,3,312,325,325,0,325,325
209.416027,4,479,479,0,0,1005,1005
209.41603,5,687,1005,1005,0,1005,1005
209.416034,6,676,1005,1005,0,1005,1005
209.416041,7,188,188,0,0,0,188
209.41751,4,626,626,626,0,752,828
209.417513,5,828,828,828,0,828,828
209.417518,6,357,828,0,0,828,828
209.417536,0,227,227,0,0,227,325
209.417539,1,301,301,301,0,301,325
209.417543,2,325,325,325,0,325,325
209.417547,3,270,325,0,0,325,325
209.417553,4,626,626,626,0,752,828
209.417557,5,828,828,828,0,828,828
209.417561,6,357,828,0,0,828,828
209.417567,7,526,526,0,0,0,526
209.41765,0,325,325,0,0,325,325
209.417652,1,301,325,325,0,325,325
209.417656,2,325,325,325,0,325,325
209.417661,3,270,325,0,0,325,325
209.417667,4,626,626,626,0,752,828
209.41767,5,828,828,828,0,828,828
209.417675,6,231,828,0,0,828,828
209.41768,7,526,526,526,0,0,526
209.418608,0,325,325,325,0,325,325
209.418612,1,325,325,325,0,325,325
209.418615,2,325,325,325,0,325,325
209.41862,3,270,325,0,0,325,325
209.418626,4,626,626,626,0,752,752
209.418629,5,745,752,0,0,752,752
209.418633,6,566,752,0,0,752,752
209.418638,7,255,255,0,0,0,255
209.418892,0,227,227,0,0,227,325
209.418895,1,325,325,325,0,325,325
209.418899,2,325,325,325,0,325,325
209.418903,3,270,325,0,0,325,325
209.418909,4,626,626,626,0,752,752
209.418913,5,745,752,752,0,752,752
209.418917,6,147,752,0,0,752,752
209.418922,7,697,697,0,0,0,697
209.419424,0,227,227,0,0,227,325
209.419427,1,325,325,325,0,325,325
209.419432,2,325,325,325,0,325,325
209.419436,3,270,325,0,0,325,325
209.419442,4,626,626,626,0,752,752
209.419446,5,233,752,0,0,752,752
209.419449,6,692,752,752,0,752,752
209.419456,7,670,670,0,0,0,670
209.424829,4,828,828,828,0,1228,1228
209.424834,5,828,1228,1228,0,1228,1228
209.424839,6,669,1228,1228,0,1228,1228
209.424854,0,179,179,0,0,179,325
209.424856,1,325,325,325,0,325,325
209.424861,2,325,325,325,0,325,325
209.424865,3,285,325,0,0,325,325
209.424871,4,828,828,0,0,1228,1228
209.424873,5,828,1228,1228,0,1228,1228
209.424878,6,669,1228,1228,0,1228,1228
209.424884,7,106,106,0,0,0,106
209.456043,0,202,202,0,0,202,325
209.456046,1,309,309,309,0,318,325
209.456051,2,325,325,325,0,325,325
209.456055,3,312,325,325,0,325,325
209.456065,4,516,516,0,0,516,561
209.456067,5,552,552,0,0,552,561
209.45607,6,561,561,0,0,561,561
209.456083,7,128,128,0,0,0,128
209.456573,0,196,196,0,0,196,325
209.456575,1,309,309,309,0,318,325
209.45658,2,325,325,325,0,325,325
209.456584,3,312,325,325,0,325,325
209.456591,4,488,488,0,0,488,583
209.456594,5,583,583,583,0,583,583
209.456598,6,561,583,0,0,583,583
209.456603,7,196,196,0,0,0,196
209.456689,0,143,144,0,0,144,325
209.456692,1,309,309,309,0,318,325
209.456696,2,325,325,325,0,325,325
209.456701,3,312,325,325,0,325,325
209.456707,4,488,488,0,0,488,583
209.45671,5,583,583,583,0,583,583
209.456715,6,561,583,0,0,583,583
209.456721,7,239,239,0,0,0,239
209.456746,0,227,227,0,0,227,325
209.456749,1,309,309,309,0,318,325
209.456754,2,325,325,325,0,325,325
209.456758,3,312,325,325,0,325,325
209.456765,4,488,488,0,0,488,583
209.456767,5,583,583,583,0,583,583
209.456772,6,561,583,0,0,583,583
209.456777,7,171,171,0,0,0,171
209.456941,0,227,227,0,0,227,325
209.456944,1,309,309,309,0,318,325
209.456948,2,325,325,325,0,325,325
209.456952,3,312,325,325,0,325,325
209.456959,4,633,633,0,0,633,633
209.456961,5,583,633,633,0,633,633
209.456966,6,561,633,0,0,633,633
209.456971,7,54,54,0,0,0,54
209.457028,0,143,144,0,0,144,325
209.45703,1,309,309,309,0,318,325
209.457035,2,325,325,325,0,325,325
209.457039,3,312,325,325,0,325,325
209.457046,4,633,633,633,0,633,633
209.457049,5,583,633,633,0,633,633
209.457054,6,561,633,0,0,633,633
209.457058,7,122,122,0,0,0,122
209.460293,0,141,144,0,0,144,363
209.460295,1,309,309,309,0,363,363
209.4603,2,325,363,363,0,363,363
209.460304,3,325,363,363,0,363,363
209.460311,4,753,753,753,0,753,753
209.460315,5,572,753,0,0,753,753
209.460318,6,561,753,0,0,753,753
209.460323,7,14,14,0,0,0,14
209.464102,0,193,193,0,0,193,325
209.464105,1,293,293,293,0,293,325
209.464109,2,325,325,325,0,325,325
209.464114,3,325,325,325,0,325,325
209.464121,4,773,773,773,0,773,773
209.464124,5,661,773,773,0,773,773
209.464129,6,638,773,773,0,773,773
209.464135,7,90,90,0,0,0,90
209.472055,0,289,289,0,0,289,325
209.472057,1,112,289,0,0,289,325
209.472061,2,325,325,325,0,325,325
209.472065,3,155,325,0,0,325,325
209.472072,4,711,711,711,0,711,711
209.472077,5,684,711,711,0,711,711
209.47208,6,497,711,0,0,711,711
209.472086,7,519,519,519,1024,0,1024
209.474802,0,289,289,0,0,289,325
209.474805,1,286,289,0,0,289,325
209.474808,2,325,325,325,0,325,325
209.474813,3,155,325,0,0,325,325
209.474819,4,680,680,0,0,680,828
209.474821,5,52,680,0,0,680,828
209.474824,6,828,828,828,0,828,828
209.474831,7,519,519,0,1024,0,1024
209.475093,0,289,289,0,0,289,325
209.475096,1,286,289,0,0,289,325
209.475099,2,325,325,325,0,325,325
209.475104,3,155,325,0,0,325,325
209.47511,4,530,530,0,0,530,828
209.475113,5,52,530,0,0,530,828
209.475116,6,828,828,828,0,828,828
209.475122,7,640,640,0,1024,0,1024
209.490449,0,121,144,0,0,144,325
209.490452,1,325,325,325,0,325,325
209.490456,2,325,325,325,0,325,325
209.49046,3,293,325,325,0,325,325
209.490468,4,806,806,0,828,828,828
209.490471,5,680,828,828,828,828,828
209.490477,6,630,828,828,0,828,828
209.490483,7,0,0,0,0,0,0
209.496051,0,325,325,325,0,325,325
209.496055,1,311,325,325,0,325,325
209.496059,2,325,325,325,0,325,325
209.496064,3,286,325,0,0,325,325
209.496071,4,617,617,617,0,803,803
209.496075,5,558,803,0,0,803,803
209.496078,6,688,803,803,0,803,803
209.496085,7,396,396,409,1024,0,1024
209.500234,0,325,325,0,325,325,325
209.500238,1,325,325,325,0,325,325
209.500242,2,325,325,325,0,325,325
209.500246,3,268,325,0,0,325,325
209.500252,4,762,762,762,0,762,762
209.500256,5,444,762,0,0,762,762
209.500259,6,369,762,0,0,762,762
209.500265,7,399,399,0,1024,0,1024
209.500335,0,325,325,0,325,325,325
209.500338,1,325,325,325,0,325,325
209.500342,2,325,325,325,0,325,325
209.500347,3,268,325,0,0,325,325
209.500353,4,762,762,762,0,762,762
209.500356,5,444,762,0,0,762,762
209.500359,6,369,762,0,0,762,762
209.500364,7,403,403,0,1024,0,1024
209.500403,0,325,325,0,325,325,325
209.500406,1,325,325,325,0,325,325
209.500411,2,325,325,325,0,325,325
209.500415,3,268,325,0,0,325,325
209.50042,4,762,762,762,0,762,762
209.500424,5,444,762,0,0,762,762
209.500427,6,369,762,0,0,762,762
209.500432,7,405,405,0,1024,0,1024
209.500495,0,325,325,0,325,325,325
209.500499,1,325,325,325,0,325,325
209.500503,2,325,325,325,0,325,325
209.500507,3,268,325,0,0,325,325
209.500513,4,762,762,762,0,762,762
209.500517,5,444,762,0,0,762,762
209.50052,6,369,762,0,0,762,762
209.500525,7,405,405,0,1024,0,1024
209.500617,0,325,325,0,325,325,325
209.500621,1,325,325,325,0,325,325
209.500625,2,325,325,325,0,325,325
209.500629,3,268,325,0,0,325,325
209.500635,4,762,762,762,0,762,762
209.500638,5,444,762,0,0,762,762
209.500641,6,369,762,0,0,762,762
209.500646,7,405,405,0,1024,0,1024
209.504042,0,325,325,325,325,325,325
209.504047,1,324,325,325,0,325,325
209.504051,2,325,325,325,0,325,325
209.504056,3,325,325,325,0,325,325
209.504063,4,698,698,698,0,698,698
209.504066,5,578,698,0,0,698,698
209.504069,6,300,698,0,0,698,698
209.504074,7,444,444,0,0,0,444
209.504097,0,325,325,0,325,325,325
209.5041,1,324,325,325,0,325,325
209.504105,2,325,325,325,0,325,325
209.504109,3,325,325,325,0,325,325
209.504116,4,698,698,698,0,698,698
209.50412,5,578,698,0,0,698,698
209.504123,6,300,698,0,0,698,698
209.504128,7,436,436,0,0,0,436
209.50804,0,325,325,325,325,325,325
209.508044,1,321,325,325,0,325,325
209.508049,2,325,325,325,0,325,325
209.508053,3,325,325,0,0,325,325
209.508059,4,493,493,0,0,493,648
209.508061,5,648,648,648,0,648,648
209.508065,6,367,648,0,0,648,648
209.50807,7,429,429,0,0,0,429
209.508103,0,325,325,325,325,325,325
209.508108,1,321,325,325,0,325,325
209.508112,2,325,325,325,0,325,325
209.508116,3,325,325,0,0,325,325
209.508122,4,323,323,0,0,323,648
209.508124,5,648,648,648,0,648,648
209.508128,6,537,648,0,0,648,648
209.508133,7,436,436,0,0,0,436
209.508233,0,325,325,325,325,325,325
209.508237,1,321,325,325,0,325,325
209.508242,2,325,325,325,0,325,325
209.508247,3,325,325,0,0,325,325
209.508253,4,473,473,0,0,473,648
209.508255,5,648,648,648,0,648,648
209.508259,6,537,648,0,0,648,648
209.508264,7,444,444,0,0,0,444
209.512028,0,283,283,0,0,283,325
209.512031,1,245,283,0,0,283,325
209.512034,2,325,325,325,0,325,325
209.512038,3,200,325,0,0,325,325
209.512044,4,675,675,675,0,675,675
209.512048,5,499,675,0,0,675,675
209.512051,6,482,675,0,0,675,675
209.512056,7,31,31,0,0,0,31
209.51208,0,283,283,0,0,283,325
209.512082,1,256,283,0,0,283,325
209.512086,2,325,325,325,0,325,325
209.51209,3,200,325,0,0,325,325
209.512095,4,675,675,675,0,675,675
209.512099,5,499,675,0,0,675,675
209.512102,6,482,675,0,0,675,675
209.512107,7,23,23,0,0,0,23
209.512161,0,283,283,0,0,283,325
209.512163,1,217,283,0,0,283,325
209.512166,2,325,325,325,0,325,325
209.512171,3,179,325,0,0,325,325
209.512177,4,675,675,675,0,675,675
209.51218,5,499,675,0,0,675,675
209.512183,6,482,675,0,0,675,675
209.512188,7,71,71,0,0,0,71
209.512206,0,283,283,0,0,283,325
209.512209,1,223,283,0,0,283,325
209.512212,2,325,325,325,0,325,325
209.512217,3,179,325,0,0,325,325
209.512222,4,675,675,675,0,675,675
209.512225,5,499,675,0,0,675,675
209.512228,6,482,675,0,0,675,675
209.512233,7,66,66,0,0,0,66
209.51226,0,283,283,0,0,283,325
209.512262,1,267,283,0,0,283,325
209.512265,2,325,325,325,0,325,325
209.51227,3,179,325,0,0,325,325
209.512276,4,675,675,675,0,675,675
209.512279,5,455,675,0,0,675,675
209.512282,6,482,675,0,0,675,675
209.512287,7,66,66,0,0,0,66
209.512663,0,283,283,0,0,283,325
209.512665,1,261,283,0,0,283,325
209.512668,2,325,325,325,0,325,325
209.512673,3,179,325,0,0,325,325
209.512679,4,675,675,675,0,675,675
209.512682,5,455,675,0,0,675,675
209.512685,6,482,675,0,0,675,675
209.51269,7,71,71,0,0,0,71
209.512817,0,283,283,0,0,283,325
209.51282,1,310,310,310,0,310,325
209.512825,2,325,325,325,0,325,325
209.512829,3,179,325,0,0,325,325
209.512835,4,675,675,675,0,675,675
209.512839,5,455,675,0,0,675,675
209.512842,6,482,675,0,0,675,675
209.512847,7,31,31,0,0,0,31
209.513121,0,283,283,0,0,283,325
209.513123,1,213,283,0,0,283,325
209.513126,2,325,325,325,0,325,325
209.513131,3,179,325,0,0,325,325
209.513137,4,272,272,0,0,272,828
209.513139,5,828,828,828,0,828,828
209.513143,6,482,828,0,0,828,828
209.513148,7,107,107,0,0,0,107
209.513198,0,283,283,0,0,283,325
209.513201,1,205,283,0,0,283,325
209.513204,2,325,325,325,0,325,325
209.513208,3,174,325,0,0,325,325
209.513214,4,324,324,0,0,324,809
209.513216,5,809,809,809,0,809,809
209.513221,6,482,809,0,0,809,809
209.513225,7,118,118,0,0,0,118
209.513256,0,283,283,0,0,283,325
209.513258,1,173,283,0,0,283,325
209.513262,2,325,325,325,0,325,325
209.513266,3,155,325,0,0,325,325
209.513271,4,324,324,0,0,324,809
209.513274,5,809,809,809,0,809,809
209.513278,6,482,809,0,0,809,809
209.513282,7,159,159,0,0,0,159
209.513333,0,283,283,0,0,283,325
209.513335,1,196,283,0,0,283,325
209.513338,2,325,325,325,0,325,325
209.513343,3,155,325,0,0,325,325
209.513348,4,324,324,0,0,324,809
209.51335,5,809,809,809,0,809,809
209.513355,6,482,809,0,0,809,809
209.51336,7,148,148,0,0,0,148
209.516042,0,283,283,0,0,283,325
209.516044,1,196,283,0,0,283,325
209.516047,2,325,325,325,0,325,325
209.516052,3,279,325,0,0,325,325
209.516058,4,317,317,0,0,317,761
209.51606,5,538,538,0,0,538,761
209.516064,6,761,761,761,0,761,761
209.51607,7,58,58,0,0,0,58
209.520032,0,294,294,294,0,294,325
209.520036,1,301,301,301,0,325,325
209.52004,2,325,325,325,0,325,325
209.520046,3,325,325,325,0,325,325
209.520053,4,399,399,0,0,399,729
209.520055,5,438,438,0,0,438,729
209.520058,6,729,729,729,0,729,729
209.520064,7,36,36,0,0,0,36
209.532154,0,222,222,0,0,400,400
209.532157,1,325,400,400,0,400,400
209.532161,2,325,400,400,0,400,400
209.532165,3,325,400,0,0,400,400
209.532171,4,307,307,0,0,307,828
209.532173,5,304,307,0,0,307,828
209.532177,6,828,828,828,0,828,828
209.532184,7,66,66,0,0,0,66
209.542752,0,181,181,0,0,205,325
209.542755,1,222,222,0,0,222,325
209.542758,2,325,325,325,0,325,325
209.542763,3,288,325,0,0,325,325
209.542769,4,693,693,693,0,693,693
209.542773,5,650,693,693,0,693,693
209.542777,6,492,693,0,0,693,693
209.542782,7,58,58,0,0,0,58
209.542839,0,181,181,0,0,210,325
209.542842,1,212,212,0,0,212,325
209.542845,2,325,325,325,0,325,325
209.542849,3,288,325,0,0,325,325
209.542855,4,693,693,693,0,693,693
209.542858,5,650,693,693,0,693,693
209.542863,6,492,693,0,0,693,693
209.542868,7,65,65,0,0,0,65
209.542898,0,181,181,0,0,205,325
209.542901,1,212,212,0,0,212,325
209.542905,2,325,325,325,0,325,325
209.542909,3,288,325,0,0,325,325
209.542915,4,693,693,0,0,693,693
209.542918,5,650,693,693,0,693,693
209.542922,6,492,693,0,0,693,693
209.542927,7,65,65,0,0,0,65
209.543006,0,181,181,0,0,205,325
209.543008,1,212,212,0,0,212,325
209.543011,2,325,325,325,0,325,325
209.543016,3,288,325,0,0,325,325
209.543022,4,693,693,693,0,693,693
209.543025,5,558,693,0,0,693,693
209.543029,6,492,693,0,0,693,693
209.543034,7,139,139,0,0,0,139
209.543054,0,181,181,0,0,205,325
209.543057,1,213,213,0,0,213,325
209.543061,2,325,325,325,0,325,325
209.543065,3,288,325,0,0,325,325
209.543071,4,693,693,693,0,693,693
209.543074,5,558,693,0,0,693,693
209.543077,6,492,693,0,0,693,693
209.543082,7,139,139,0,0,0,139
209.543124,0,181,181,0,0,222,325
209.543127,1,213,222,0,0,222,325
209.54313,2,325,325,325,0,325,325
209.543134,3,288,325,0,0,325,325
209.54314,4,693,693,0,0,693,693
209.543142,5,558,693,0,0,693,693
209.543146,6,492,693,0,0,693,693
209.543151,7,139,139,0,0,0,139
209.544162,0,322,322,322,0,322,323
209.544166,1,301,322,0,0,322,323
209.544169,2,323,323,323,0,323,323
209.544174,3,264,323,0,0,323,323
209.544179,4,669,669,669,0,669,669
209.544183,5,417,669,0,0,669,669
209.544186,6,346,669,0,0,669,669
209.544191,7,148,148,0,0,0,148
209.54529,0,322,322,322,0,322,449
209.545294,1,314,322,0,0,449,449
209.545297,2,323,449,449,0,449,449
209.545301,3,233,449,0,0,449,449
209.545308,4,669,669,669,0,669,669
209.545311,5,417,669,0,0,669,669
209.545314,6,346,669,0,0,669,669
209.545319,7,137,137,0,0,0,137
209.553996,0,130,144,0,0,257,325
209.553998,1,325,325,325,0,325,325
209.554003,2,260,325,0,0,325,325
209.554006,3,253,325,0,0,325,325
209.554012,4,579,579,0,0,579,698
209.554014,5,698,698,698,0,698,698
209.554019,6,440,698,0,0,698,698
209.554024,7,8,8,0,0,0,8
209.575889,0,325,325,0,0,325,325
209.575893,1,227,325,0,0,325,325
209.575897,2,325,325,325,0,325,325
209.575902,3,325,325,325,0,325,325
209.575911,4,39,39,0,0,39,290
209.575914,5,61,61,0,0,61,290
209.575918,6,266,266,0,0,290,290
209.575925,7,0,0,0,0,0,0
209.576203,0,325,325,325,0,325,325
209.576207,1,308,325,325,0,325,325
209.576212,2,324,325,325,0,325,325
209.576216,3,300,325,0,0,325,325
209.576223,4,140,140,0,0,140,425
209.576225,5,86,140,0,0,140,425
209.576229,6,388,388,425,0,425,425
209.576235,7,49,49,0,0,0,49
209.576288,0,312,312,0,0,312,325
209.576291,1,308,312,312,0,325,325
209.576295,2,324,325,325,0,325,325
209.576299,3,300,325,325,0,325,325
209.576307,4,140,140,0,0,140,425
209.576309,5,86,140,0,0,140,425
209.576313,6,388,388,425,0,425,425
209.576319,7,63,63,0,0,0,63
209.692617,0,212,0,0,0,212,325
209.692618,1,305,0,305,0,305,325
209.692621,2,325,0,325,0,325,325
209.692625,3,325,0,325,0,325,325
209.692631,4,783,0,783,0,783,783
209.692634,5,483,0,0,0,783,783
209.692636,6,12,0,0,0,783,783
209.69264,7,3,0,0,0,0,3
209.692718,4,783,0,783,0,783,783
209.692721,5,483,0,0,0,783,783
209.692723,6,12,0,0,0,783,783
209.692776,0,208,0,0,0,208,325
209.692777,1,305,0,305,0,305,325
209.692781,2,325,0,325,0,325,325
209.692787,3,325,0,325,0,325,325
209.692793,4,783,0,783,0,783,783
209.692795,5,483,0,0,0,783,783
209.692798,6,12,0,0,0,783,783
209.692802,7,5,0,0,0,0,5
209.692905,0,192,0,0,0,192,325
209.692907,1,305,0,305,0,305,325
209.69291,2,325,0,325,0,325,325
209.692913,3,325,0,325,0,325,325
209.692919,4,783,0,783,0,783,783
209.692921,5,483,0,0,0,783,783
209.692923,6,12,0,0,0,783,783
209.692928,7,18,0,0,0,0,18
209.692997,0,192,0,0,0,192,325
209.692998,1,299,0,299,0,299,325
209.693001,2,325,0,325,0,325,325
209.693005,3,313,0,325,0,325,325
209.693011,4,783,0,783,0,783,783
209.693014,5,483,0,0,0,783,783
209.693017,6,12,0,0,0,783,783
209.69302,7,64,0,0,0,0,64
209.69335,0,192,0,0,0,192,333
209.693352,1,299,0,299,0,299,333
209.693355,2,325,0,325,0,333,333
209.693358,3,313,0,333,0,333,333
209.693364,4,783,0,783,0,783,783
209.693366,5,483,0,0,0,783,783
209.693368,6,12,0,0,0,783,783
209.693372,7,64,0,0,0,0,64
209.693563,0,192,0,0,0,192,325
209.693565,1,299,0,299,0,299,325
209.693568,2,325,0,325,0,325,325
209.693571,3,313,0,325,0,325,325
209.693577,4,783,0,783,0,783,783
209.693579,5,483,0,0,0,783,783
209.693581,6,12,0,0,0,783,783
209.693585,7,64,0,0,0,0,64
209.69395,0,205,0,0,0,205,325
209.693951,1,283,0,0,0,283,325
209.693953,2,325,0,325,0,325,325
209.693957,3,310,0,325,0,325,325
209.693963,4,308,0,0,0,353,491
209.693965,5,483,0,0,0,483,491
209.693967,6,486,0,0,0,491,491
209.693971,7,70,0,0,0,0,70
209.694059,0,200,0,0,0,245,325
209.694061,1,283,0,0,0,283,325
209.694064,2,325,0,325,0,325,325
209.694067,3,285,0,0,0,325,325
209.694073,4,308,0,0,0,353,491
209.694074,5,483,0,0,0,483,491
209.694077,6,486,0,0,0,491,491
209.694081,7,94,0,0,0,0,94
209.694249,0,207,0,0,0,272,325
209.694251,1,283,0,0,0,283,325
209.694253,2,325,0,325,0,325,325
209.694257,3,285,0,0,0,325,325
209.694263,4,308,0,0,0,308,491
209.694264,5,483,0,0,0,483,491
209.694267,6,486,0,0,0,491,491
209.694271,7,88,0,0,0,0,88
209.694368,0,200,0,0,0,272,325
209.69437,1,286,0,0,0,286,325
209.694372,2,325,0,325,0,325,325
209.694375,3,285,0,0,0,325,325
209.69438,4,308,0,0,0,308,491
209.694381,5,483,0,0,0,483,491
209.694383,6,486,0,0,0,491,491
209.694387,7,91,0,0,0,0,91
209.709402,0,271,0,0,0,459,459
209.709404,1,233,0,0,0,459,459
209.709406,2,325,0,459,0,459,459
209.709409,3,325,0,459,0,459,459
209.709415,4,445,0,0,0,445,685
209.709417,5,221,0,0,0,445,685
209.709419,6,685,0,685,0,685,685
209.709427,7,19,0,0,0,0,19
209.720127,0,319,0,0,0,319,587
209.72013,1,324,0,324,0,587,587
209.720134,2,325,0,587,0,587,587
209.720137,3,308,0,587,0,587,587
209.720145,4,240,0,0,0,240,590
209.720147,5,399,0,0,0,399,590
209.720149,6,590,0,0,0,590,590
209.720154,7,41,0,0,0,0,41
209.720329,0,319,0,0,0,430,587
209.72033,1,324,0,430,0,587,587
209.720333,2,325,0,587,0,587,587
209.720337,3,308,0,587,0,587,587
