timestamp,cpu,before,rtg,hs,nl,pl,after
230.680024,0,98,144,0,0,144,288
230.680027,1,42,144,0,0,144,288
230.68003,2,185,185,0,0,288,288
230.680034,3,108,288,0,0,288,288
230.680041,4,724,724,724,0,725,725
230.680044,5,421,725,0,0,725,725
230.680049,6,0,725,0,0,725,725
230.680055,7,0,0,0,0,0,0
230.680245,0,98,144,0,0,144,288
230.680248,1,179,179,0,0,179,288
230.680252,2,185,185,0,0,288,288
230.680255,3,108,288,0,0,288,288
230.687106,0,96,144,0,0,144,151
230.687109,1,45,144,0,0,144,151
230.687112,2,47,144,0,0,151,151
230.687116,3,108,151,0,0,151,151
230.687125,4,724,724,724,0,725,725
230.687128,5,507,725,0,0,725,725
230.687132,6,0,725,0,0,725,725
230.687139,7,0,0,0,0,0,0
230.706949,0,145,145,0,0,145,173
230.706952,1,135,145,0,0,145,173
230.706956,2,153,153,173,0,173,173
230.70696,3,118,173,0,0,173,173
230.706966,4,650,650,650,0,650,650
230.70697,5,62,650,0,0,650,650
230.706974,6,0,650,0,0,650,650
230.70698,7,0,0,0,0,0,0
230.717814,0,145,145,173,0,173,173
230.717818,1,135,173,0,0,173,173
230.717822,2,150,173,173,0,173,173
230.717826,3,121,173,0,0,173,173
230.717833,4,650,650,650,0,650,650
230.717837,5,62,650,0,0,650,650
230.71784,6,0,650,0,0,650,650
230.717847,7,0,0,0,0,0,0
230.717912,0,145,145,0,0,145,173
230.717915,1,135,145,0,0,145,173
230.717918,2,150,150,173,0,173,173
230.717923,3,121,173,0,0,173,173
230.717929,4,650,650,650,0,650,650
230.717933,5,62,650,0,0,650,650
230.717936,6,0,650,0,0,650,650
230.717942,7,0,0,0,0,0,0
230.718703,0,145,145,0,0,145,173
230.718705,1,135,145,0,0,145,173
230.718709,2,150,150,173,0,173,173
230.718713,3,121,173,0,0,173,173
230.71872,4,650,650,650,0,650,650
230.718724,5,62,650,0,0,650,650
230.718727,6,0,650,0,0,650,650
230.718733,7,0,0,0,0,0,0
230.729353,0,151,151,0,0,151,151
230.729356,1,128,151,0,0,151,151
230.72936,2,117,151,0,0,151,151
230.729363,3,133,151,0,0,151,151
230.72937,4,663,663,663,0,663,663
230.729374,5,250,663,0,0,663,663
230.729377,6,0,663,0,0,663,663
230.729384,7,0,0,0,0,0,0
230.73008,0,121,144,0,0,144,144
230.730083,1,128,144,0,0,144,144
230.730086,2,117,144,0,0,144,144
230.73009,3,131,144,0,0,144,144
230.730096,4,663,663,663,0,663,663
230.7301,5,282,663,0,0,663,663
230.730104,6,0,663,0,0,663,663
230.730109,7,0,0,0,0,0,0
230.74026,0,45,144,0,0,144,144
230.740263,1,85,144,0,0,144,144
230.740267,2,53,144,0,0,144,144
230.740271,3,64,144,0,0,144,144
230.740279,4,449,449,0,0,449,449
230.740283,5,226,449,0,0,449,449
230.740286,6,0,449,0,0,449,449
230.740293,7,0,0,0,0,0,0
230.754107,0,75,144,0,0,144,144
230.754112,1,68,144,0,0,144,144
230.754116,2,43,144,0,0,144,144
230.754121,3,60,144,0,0,144,144
230.754132,4,205,205,0,0,205,205
230.754136,5,2,205,0,0,205,205
230.754141,6,0,205,0,0,205,205
230.75415,7,0,0,0,0,0,0
230.764314,0,75,0,0,0,75,75
230.764316,1,68,0,0,0,75,75
230.764319,2,43,0,0,0,75,75
230.764322,3,60,0,0,0,75,75
230.764331,4,205,0,0,0,205,205
230.764333,5,2,0,0,0,205,205
230.764336,6,0,0,0,0,205,205
230.764343,7,0,0,0,0,0,0
230.797014,0,116,0,0,0,116,189
230.797016,1,189,0,189,0,189,189
230.79702,2,151,0,0,0,189,189
230.797023,3,148,0,0,0,189,189
230.797031,4,115,0,0,0,115,178
230.797033,5,178,0,0,0,178,178
230.797035,6,55,0,0,0,178,178
230.797041,7,0,0,0,0,0,0
230.816069,0,76,0,0,0,76,88
230.816071,1,88,0,0,0,88,88
230.816074,2,85,0,0,0,88,88
230.816076,3,58,0,0,0,88,88
230.816084,4,46,0,0,0,46,82
230.816086,5,35,0,0,0,46,82
230.816089,6,82,0,0,0,82,82
230.816095,7,0,0,0,0,0,0
230.832056,0,74,0,0,0,74,81
230.832059,1,68,0,0,0,74,81
230.832061,2,81,0,0,0,81,81
230.832064,3,63,0,0,0,81,81
230.832072,4,36,0,0,0,36,65
230.832074,5,65,0,0,0,65,65
230.832077,6,36,0,0,0,65,65
230.832083,7,0,0,0,0,0,0
230.946842,0,69,0,0,0,69,139
230.946845,1,101,0,0,0,101,139
230.946848,2,139,0,0,0,139,139
230.946852,3,83,0,0,0,139,139
230.946861,4,76,0,0,0,76,127
230.946863,5,127,0,0,0,127,127
230.946866,6,2,0,0,0,127,127
230.946874,7,0,0,0,0,0,0
231.072056,0,118,0,0,0,118,163
231.072059,1,163,0,0,0,163,163
231.072064,2,52,0,0,0,163,163
231.072069,3,103,0,0,0,163,163
231.072082,4,88,0,0,0,88,88
231.072085,5,46,0,0,0,88,88
231.07209,6,2,0,0,0,88,88
231.0721,7,0,0,0,0,0,0
231.085347,0,99,0,0,0,99,109
231.085351,1,59,0,0,0,99,109
231.085356,2,35,0,0,0,99,109
231.08536,3,109,0,0,0,109,109
231.085372,4,147,0,0,0,147,147
231.085375,5,47,0,0,0,147,147
231.08538,6,73,0,0,0,147,147
231.08539,7,0,0,0,0,0,0
231.085777,0,160,0,0,0,160,160
231.08578,1,59,0,0,0,160,160
231.085785,2,35,0,0,0,160,160
231.08579,3,109,0,0,0,160,160
231.085803,4,88,0,0,0,88,88
231.085806,5,47,0,0,0,88,88
231.085812,6,73,0,0,0,88,88
231.085821,7,0,0,0,0,0,0
231.112054,0,94,0,0,0,94,104
231.112057,1,68,0,0,0,94,104
231.112062,2,104,0,0,0,104,104
231.112066,3,96,0,0,0,104,104
231.112078,4,73,0,0,0,73,73
231.112081,5,46,0,0,0,73,73
231.112085,6,44,0,0,0,73,73
231.112095,7,0,0,0,0,0,0
231.135473,0,66,0,0,0,66,92
231.135477,1,92,0,0,0,92,92
231.135481,2,52,0,0,0,92,92
231.135486,3,76,0,0,0,92,92
231.1355,4,64,0,0,0,64,64
231.135504,5,48,0,0,0,64,64
231.135508,6,51,0,0,0,64,64
231.13552,7,0,0,0,0,0,0
231.139305,0,89,0,0,0,89,91
231.139308,1,91,0,0,0,91,91
231.139312,2,69,0,0,0,91,91
231.139317,3,67,0,0,0,91,91
231.139328,4,77,0,0,0,77,77
231.139331,5,57,0,0,0,77,77
231.139335,6,61,0,0,0,77,77
231.139344,7,0,0,0,0,0,0
231.1469,0,105,0,0,0,105,105
231.146903,1,91,0,0,0,105,105
231.146908,2,69,0,0,0,105,105
231.146913,3,61,0,0,0,105,105
231.146924,4,77,0,0,0,77,77
231.146927,5,64,0,0,0,77,77
231.146932,6,45,0,0,0,77,77
231.146942,7,0,0,0,0,0,0
231.14724,0,105,0,0,0,105,105
231.147243,1,90,0,0,0,105,105
231.147248,2,69,0,0,0,105,105
231.147253,3,58,0,0,0,105,105
231.147264,4,77,0,0,0,77,77
231.147267,5,68,0,0,0,77,77
231.147271,6,45,0,0,0,77,77
231.147281,7,0,0,0,0,0,0
231.154784,0,136,0,0,0,136,136
231.154787,1,75,0,0,0,136,136
231.154791,2,73,0,0,0,136,136
231.154796,3,110,0,0,0,136,136
231.154807,4,80,0,0,0,80,80
231.154809,5,61,0,0,0,80,80
231.154814,6,2,0,0,0,80,80
231.154823,7,0,0,0,0,0,0
231.168059,0,47,0,0,0,47,103
231.168063,1,59,0,0,0,59,103
231.168068,2,103,0,0,0,103,103
231.168073,3,90,0,0,0,103,103
231.168085,4,42,0,0,0,42,44
231.168088,5,44,0,0,0,44,44
231.168093,6,0,0,0,0,44,44
231.168103,7,0,0,0,0,0,0
231.184059,0,104,0,0,0,104,111
231.184063,1,111,0,0,0,111,111
231.184068,2,71,0,0,0,111,111
231.184074,3,86,0,0,0,111,111
231.184087,4,74,0,0,0,74,74
231.18409,5,41,0,0,0,74,74
231.184095,6,0,0,0,0,74,74
231.184106,7,0,0,0,0,0,0
231.184591,0,104,0,0,0,104,104
231.184595,1,57,0,0,0,104,104
231.1846,2,72,0,0,0,104,104
231.184605,3,86,0,0,0,104,104
231.184617,4,74,0,0,0,74,74
231.18462,5,41,0,0,0,74,74
231.184626,6,53,0,0,0,74,74
231.184637,7,0,0,0,0,0,0
231.200058,0,74,0,0,0,74,74
231.200062,1,56,0,0,0,74,74
231.200067,2,69,0,0,0,74,74
231.200072,3,70,0,0,0,74,74
231.200085,4,79,0,0,0,79,79
231.200088,5,54,0,0,0,79,79
231.200093,6,47,0,0,0,79,79
231.200103,7,0,0,0,0,0,0
231.200585,0,74,0,0,0,74,103
231.200588,1,103,0,0,0,103,103
231.200592,2,69,0,0,0,103,103
231.200597,3,70,0,0,0,103,103
231.200609,4,79,0,0,0,79,79
231.200612,5,54,0,0,0,79,79
231.200617,6,0,0,0,0,79,79
231.200627,7,0,0,0,0,0,0
231.216066,0,97,0,0,0,97,106
231.21607,1,76,0,0,0,97,106
231.216075,2,71,0,0,0,97,106
231.216083,3,106,0,0,0,106,106
231.216096,4,67,0,0,0,67,67
231.216099,5,36,0,0,0,67,67
231.216104,6,0,0,0,0,67,67
231.216115,7,0,0,0,0,0,0
231.232061,0,74,0,0,0,74,131
231.232065,1,114,0,0,0,114,131
231.23207,2,131,0,0,0,131,131
231.232075,3,55,0,0,0,131,131
231.232088,4,92,0,0,0,92,92
231.232091,5,37,0,0,0,92,92
231.232096,6,0,0,0,0,92,92
231.232107,7,0,0,0,0,0,0
231.242556,4,46,0,0,0,191,350
231.24256,5,128,0,0,0,191,350
231.242567,6,37,0,0,0,350,350
231.248035,4,828,0,828,0,828,828
231.248043,5,128,0,0,0,828,828
231.248047,6,37,0,0,0,828,828
231.248848,0,208,0,208,0,208,208
231.248853,1,121,0,0,0,208,208
231.248857,2,135,0,0,0,208,208
231.248862,3,208,0,0,0,208,208
231.248872,4,828,0,828,0,828,828
231.248876,5,190,0,0,0,828,828
231.248881,6,264,0,0,0,828,828
231.248889,7,0,0,0,0,0,0
231.25203,4,828,0,828,0,828,828
231.252036,5,190,0,0,0,828,828
231.252042,6,279,0,0,0,828,828
231.253072,0,198,0,198,0,198,325
231.253077,1,122,0,0,0,198,325
231.253082,2,142,0,0,0,198,325
231.253086,3,325,0,325,0,325,325
231.253098,4,828,0,828,0,828,828
231.253102,5,213,0,0,0,828,828
231.253107,6,279,0,0,0,828,828
231.253115,7,0,0,0,0,0,0
231.255031,0,181,0,181,0,206,254
231.255039,1,122,0,0,0,206,254
231.255042,2,142,0,0,0,206,254
231.255046,3,190,0,206,0,254,254
231.255058,4,828,0,828,0,828,828
231.255062,5,233,0,0,0,828,828
231.255067,6,259,0,0,0,828,828
231.255075,7,0,0,0,0,0,0
231.258091,0,325,0,325,0,325,325
231.258094,1,325,0,325,0,325,325
231.258097,2,142,0,0,0,325,325
231.2581,3,189,0,325,0,325,325
231.258107,4,335,0,0,0,432,432
231.258109,5,220,0,0,0,432,432
231.258112,6,280,0,0,0,432,432
231.258121,7,0,0,0,0,0,0
231.260656,0,325,0,0,0,325,325
231.260658,1,325,0,325,0,325,325
231.260661,2,325,0,325,0,325,325
231.260665,3,187,0,325,0,325,325
231.260673,4,346,0,0,0,346,346
231.260674,5,233,0,0,0,346,346
231.260677,6,267,0,0,0,346,346
231.260685,7,0,0,0,0,0,0
231.26094,4,346,0,425,0,545,545
231.260944,5,233,0,0,0,545,545
231.260946,6,267,0,0,0,545,545
231.261935,0,325,0,325,0,325,325
231.261938,1,325,0,325,0,325,325
231.261942,2,325,0,0,0,325,325
231.261944,3,187,0,325,0,325,325
231.261951,4,346,0,0,0,594,594
231.261953,5,229,0,0,0,594,594
231.261955,6,271,0,0,0,594,594
231.261961,7,0,0,0,0,0,0
231.264143,0,325,0,0,0,340,508
231.264145,1,325,0,340,0,474,508
231.264149,2,325,0,474,0,474,508
231.264152,3,325,0,474,0,508,508
231.264159,4,251,0,0,0,342,828
231.264161,5,828,0,828,0,828,828
231.264164,6,820,0,828,0,828,828
231.26417,7,0,0,0,0,0,0
231.264507,0,189,0,0,0,189,1202
231.264509,1,325,0,325,0,567,1202
231.264512,2,325,0,0,0,567,1202
231.264515,3,325,0,567,0,1202,1202
231.264522,4,828,0,828,0,828,828
231.264524,5,828,0,828,0,828,828
231.264528,6,828,0,0,0,828,828
231.264533,7,0,0,0,0,0,0
231.264601,0,325,0,325,0,367,1202
231.264605,1,325,0,367,0,567,1202
231.264609,2,325,0,0,0,567,1202
231.264612,3,325,0,567,0,1202,1202
231.264666,0,325,0,325,0,367,841
231.264669,1,325,0,0,0,636,841
231.264672,2,325,0,636,0,636,841
231.264676,3,325,0,636,0,841,841
231.264683,4,828,0,828,0,828,828
231.264686,5,828,0,0,0,828,828
231.264694,6,828,0,828,0,828,828
231.2647,7,0,0,0,0,0,0
231.264977,0,325,0,325,0,381,644
231.26498,1,325,0,381,0,639,644
231.264984,2,325,0,639,0,639,644
231.264987,3,325,0,639,0,644,644
231.264995,4,828,0,0,0,828,828
231.264997,5,828,0,828,0,828,828
231.265,6,828,0,828,0,828,828
231.265007,7,91,0,0,0,0,91
231.265071,0,325,0,0,0,399,811
231.265072,1,325,0,399,0,811,811
231.265076,2,325,0,811,0,811,811
231.26508,3,325,0,811,0,811,811
231.265087,4,828,0,0,0,828,828
231.265089,5,828,0,828,0,828,828
231.265092,6,828,0,828,0,828,828
231.265098,7,91,0,0,0,0,91
231.265915,0,325,0,325,0,438,527
231.265918,1,325,0,438,0,498,527
231.265921,2,204,0,0,0,498,527
231.265924,3,325,0,498,0,527,527
231.265932,4,223,0,0,0,223,828
231.265933,5,806,0,806,0,806,828
231.265937,6,828,0,828,0,828,828
231.265943,7,829,0,829,0,0,829
231.26618,0,325,0,0,0,396,527
231.266182,1,325,0,396,0,500,527
231.266186,2,204,0,0,0,500,527
231.266188,3,325,0,500,0,527,527
231.266195,4,272,0,0,0,272,828
231.266196,5,806,0,806,0,806,828
231.2662,6,828,0,828,0,828,828
231.266206,7,829,0,829,0,0,829
231.266265,0,325,0,325,0,418,527
231.266268,1,325,0,418,0,502,527
231.266272,2,204,0,0,0,502,527
231.266275,3,325,0,502,0,527,527
231.266282,4,272,0,0,0,272,828
231.266283,5,806,0,806,0,806,828
231.266287,6,828,0,828,0,828,828
231.266293,7,113,0,0,0,0,113
231.266639,0,325,0,0,0,358,498
231.266641,1,325,0,358,0,498,498
231.266644,2,196,0,0,0,498,498
231.266647,3,193,0,0,0,498,498
231.266653,4,296,0,0,0,552,828
231.266654,5,806,0,806,0,806,828
231.266658,6,828,0,828,0,828,828
231.266664,7,96,0,0,0,0,96
231.266697,0,325,0,325,0,358,498
231.2667,1,325,0,0,0,498,498
231.266702,2,196,0,0,0,498,498
231.266705,3,193,0,0,0,498,498
231.26671,4,296,0,0,0,552,828
231.266712,5,806,0,0,0,806,828
231.266715,6,828,0,828,0,828,828
231.266721,7,96,0,0,0,0,96
231.266876,0,325,0,0,0,358,498
231.266878,1,325,0,358,0,498,498
231.266882,2,203,0,0,0,498,498
231.266884,3,193,0,0,0,498,498
231.26689,4,296,0,0,0,296,828
231.266891,5,828,0,828,0,828,828
231.266895,6,828,0,828,0,828,828
231.266901,7,91,0,0,0,0,91
231.267116,0,325,0,325,0,376,498
231.267119,1,325,0,376,0,498,498
231.267122,2,200,0,0,0,498,498
231.267125,3,196,0,0,0,498,498
231.26713,4,268,0,0,0,717,828
231.267131,5,828,0,0,0,828,828
231.267134,6,828,0,828,0,828,828
231.26714,7,91,0,0,0,0,91
231.26725,0,325,0,325,0,379,498
231.267252,1,325,0,379,0,498,498
231.267256,2,200,0,0,0,498,498
231.267258,3,196,0,0,0,498,498
231.267264,4,268,0,0,0,708,828
231.267266,5,828,0,828,0,828,828
231.26727,6,828,0,0,0,828,828
231.267274,7,91,0,0,0,0,91
231.267842,0,210,0,0,0,210,568
231.267843,1,325,0,325,0,568,568
231.267847,2,200,0,0,0,568,568
231.267849,3,196,0,0,0,568,568
231.267855,4,240,0,0,0,446,828
231.267857,5,201,0,0,0,446,828
231.267859,6,828,0,828,0,828,828
231.267865,7,829,0,829,0,0,829
231.268031,7,829,0,829,0,0,829
231.269155,0,133,0,0,0,284,325
231.269156,1,325,0,325,0,325,325
231.26916,2,200,0,0,0,325,325
231.269162,3,325,0,0,0,325,325
231.26917,4,335,0,0,0,475,828
231.269171,5,264,0,0,0,475,828
231.269173,6,828,0,828,0,828,828
231.26918,7,829,0,829,0,0,829
231.269894,0,133,0,0,0,264,325
231.269896,1,178,0,0,0,307,325
231.269898,2,200,0,0,0,307,325
231.2699,3,325,0,325,0,325,325
231.269907,4,452,0,0,0,688,819
231.269908,5,264,0,0,0,688,819
231.269911,6,819,0,0,0,819,819
231.269915,7,829,0,829,0,0,829
231.270451,0,128,0,0,0,231,325
231.270453,1,178,0,0,0,316,325
231.270455,2,200,0,0,0,316,325
231.270457,3,325,0,325,0,325,325
231.270464,4,457,0,0,0,566,819
231.270465,5,264,0,0,0,566,819
231.270468,6,819,0,819,0,819,819
231.270473,7,829,0,829,0,0,829
231.270935,0,128,0,0,0,231,326
231.270937,1,178,0,0,0,326,326
231.27094,2,200,0,0,0,326,326
231.270942,3,170,0,0,0,326,326
231.270948,4,468,0,0,0,855,855
231.270949,5,264,0,0,0,855,855
231.270951,6,807,0,855,0,855,855
231.270957,7,829,0,829,0,0,829
231.271418,0,167,0,0,0,305,340
231.27142,1,176,0,0,0,340,340
231.271422,2,198,0,0,0,340,340
231.271424,3,163,0,0,0,340,340
231.271429,4,383,0,0,0,419,807
231.271431,5,321,0,0,0,419,807
231.271433,6,807,0,807,0,807,807
231.271439,7,829,0,829,0,0,829
231.271744,0,167,0,0,0,312,351
231.271746,1,176,0,0,0,351,351
231.271748,2,198,0,0,0,351,351
231.27175,3,163,0,0,0,351,351
231.271755,4,456,0,0,0,456,785
231.271757,5,269,0,0,0,456,785
231.271759,6,785,0,785,0,785,785
231.271764,7,829,0,829,0,0,829
231.271818,0,167,0,0,0,312,352
231.271819,1,176,0,0,0,352,352
231.271821,2,184,0,0,0,352,352
231.271824,3,165,0,0,0,352,352
231.271829,4,452,0,0,0,452,785
231.271831,5,285,0,0,0,452,785
231.271833,6,785,0,785,0,785,785
231.271839,7,829,0,829,0,0,829
231.272014,0,167,0,0,0,312,353
231.272015,1,176,0,0,0,353,353
231.272019,2,184,0,0,0,353,353
231.272022,3,165,0,0,0,353,353
231.272027,4,417,0,0,0,648,785
231.272029,5,321,0,0,0,648,785
231.272031,6,785,0,785,0,785,785
231.272037,7,829,0,829,0,0,829
231.272047,7,829,0,829,0,0,829
231.272203,0,167,0,0,0,271,353
231.272205,1,176,0,0,0,353,353
231.272207,2,189,0,0,0,353,353
231.272209,3,325,0,353,0,353,353
231.272216,4,412,0,0,0,413,785
231.272217,5,321,0,0,0,413,785
231.272219,6,785,0,785,0,785,785
231.272225,7,829,0,829,0,0,829
231.272572,0,120,0,0,0,271,356
231.272573,1,176,0,0,0,356,356
231.272575,2,184,0,0,0,356,356
231.272578,3,325,0,356,0,356,356
231.272585,4,392,0,0,0,392,828
231.272586,5,332,0,0,0,392,828
231.272588,6,828,0,828,0,828,828
231.272593,7,829,0,829,0,0,829
231.273132,0,117,0,0,0,286,363
231.273133,1,176,0,0,0,363,363
231.273135,2,184,0,0,0,363,363
231.273138,3,325,0,363,0,363,363
231.273145,4,551,0,0,0,551,803
231.273146,5,197,0,0,0,551,803
231.273148,6,803,0,803,0,803,803
231.273154,7,829,0,829,0,0,829
231.273202,0,117,0,0,0,286,364
231.273204,1,176,0,0,0,364,364
231.273206,2,184,0,0,0,364,364
231.273208,3,325,0,364,0,364,364
231.273215,4,551,0,0,0,551,803
231.273216,5,197,0,0,0,551,803
231.27322,6,803,0,803,0,803,803
231.273225,7,829,0,829,0,0,829
231.273398,0,114,0,0,0,230,368
231.2734,1,176,0,0,0,368,368
231.273402,2,184,0,0,0,368,368
231.273404,3,325,0,0,0,368,368
231.273409,4,506,0,0,0,612,828
231.273411,5,197,0,0,0,612,828
231.273413,6,828,0,828,0,828,828
231.273419,7,829,0,829,0,0,829
231.274216,0,114,0,0,0,228,383
231.274218,1,176,0,0,0,383,383
231.27422,2,184,0,0,0,383,383
231.274222,3,190,0,0,0,383,383
231.274227,4,385,0,0,0,406,828
231.274229,5,255,0,0,0,406,828
231.274231,6,828,0,828,0,828,828
231.274236,7,829,0,829,0,0,829
231.276034,7,829,0,829,0,0,829
231.276599,0,126,0,0,0,186,429
231.2766,1,176,0,0,0,429,429
231.276602,2,184,0,0,0,429,429
231.276605,3,202,0,0,0,429,429
231.27661,4,282,0,0,0,476,828
231.276612,5,272,0,0,0,476,828
231.276614,6,828,0,828,0,828,828
231.27662,7,829,0,829,0,0,829
231.276905,0,126,0,0,0,201,434
231.276907,1,176,0,0,0,434,434
231.276909,2,184,0,0,0,434,434
231.276911,3,202,0,0,0,434,434
231.276917,4,305,0,0,0,373,828
231.276918,5,270,0,0,0,373,828
231.27692,6,828,0,0,0,828,828
231.276925,7,829,0,0,0,0,829
231.277432,0,126,0,0,0,210,445
231.277434,1,176,0,0,0,445,445
231.277436,2,177,0,0,0,445,445
231.277438,3,188,0,0,0,445,445
231.277443,4,323,0,0,0,461,828
231.277445,5,315,0,0,0,461,828
231.277447,6,828,0,0,0,828,828
231.277452,7,829,0,829,0,0,829
231.278867,0,124,0,0,0,367,367
231.278868,1,176,0,0,0,367,367
231.278871,2,177,0,0,0,367,367
231.278873,3,206,0,0,0,367,367
231.278878,4,247,0,0,0,406,828
231.27888,5,324,0,0,0,406,828
231.278882,6,828,0,828,0,828,828
231.278888,7,829,0,829,0,0,829
231.279621,0,124,0,0,0,373,448
231.279623,1,176,0,0,0,373,448
231.279625,2,171,0,0,0,448,448
231.279627,3,232,0,0,0,448,448
231.279633,4,221,0,0,0,223,828
231.279634,5,324,0,0,0,324,828
231.279637,6,828,0,828,0,828,828
231.279643,7,829,0,829,0,0,829
231.279698,4,262,0,0,0,500,828
231.2797,5,324,0,0,0,500,828
231.279702,6,828,0,0,0,828,828
231.279852,0,124,0,0,0,459,459
231.279854,1,176,0,0,0,459,459
231.279856,2,171,0,0,0,459,459
231.279859,3,232,0,0,0,459,459
231.279949,0,124,0,0,0,459,459
231.27995,1,176,0,0,0,459,459
231.279952,2,171,0,0,0,459,459
231.279955,3,232,0,0,0,459,459
231.27996,4,373,0,0,0,373,828
231.279961,5,354,0,0,0,373,828
231.279964,6,828,0,828,0,828,828
231.27997,7,829,0,0,0,0,829
231.280047,7,829,0,829,0,0,829
231.280096,0,325,0,325,0,409,518
231.280099,1,325,0,409,0,446,518
231.280102,2,325,0,446,0,518,518
231.280106,3,325,0,518,0,518,518
231.280112,4,641,0,0,0,641,828
231.280113,5,706,0,0,0,706,828
231.280116,6,828,0,828,0,828,828
231.280121,7,829,0,829,0,0,829
231.280437,0,325,0,0,0,400,400
231.280438,1,325,0,400,0,400,400
231.280442,2,325,0,400,0,400,400
231.280445,3,325,0,400,0,400,400
231.280452,4,711,0,0,0,711,828
231.280453,5,777,0,0,0,777,828
231.280455,6,828,0,828,0,828,828
231.280461,7,829,0,829,0,0,829
231.280749,4,828,0,828,0,894,894
231.280752,5,777,0,894,0,894,894
231.280755,6,828,0,0,0,894,894
231.281354,0,325,0,325,0,511,511
231.281356,1,325,0,511,0,511,511
231.28136,2,175,0,0,0,511,511
231.281362,3,325,0,511,0,511,511
231.281369,4,787,0,787,0,896,1159
231.281371,5,638,0,0,0,896,1159
231.281374,6,828,0,896,0,1159,1159
231.28138,7,174,0,0,0,0,174
231.282044,0,325,0,325,0,843,843
231.282047,1,220,0,0,0,843,843
231.282049,2,230,0,0,0,843,843
231.282051,3,325,0,843,0,843,843
231.282058,4,787,0,787,0,931,1159
231.282061,5,587,0,0,0,931,1159
231.282063,6,828,0,931,0,1159,1159
231.28207,7,174,0,0,0,0,174
231.282243,0,325,0,325,0,843,843
231.282246,1,239,0,0,0,843,843
231.282248,2,230,0,0,0,843,843
231.28225,3,325,0,0,0,843,843
231.282256,4,787,0,787,0,843,1159
231.282258,5,612,0,0,0,843,1159
231.282261,6,828,0,843,0,1159,1159
231.282266,7,174,0,0,0,0,174
231.282504,4,828,0,828,0,1243,1243
231.282508,5,828,0,1243,0,1243,1243
231.282512,6,828,0,1243,0,1243,1243
231.282651,0,198,0,0,0,388,388
231.282653,1,239,0,0,0,388,388
231.282655,2,230,0,0,0,388,388
231.282657,3,325,0,0,0,388,388
231.282663,4,828,0,0,0,1152,1152
231.282664,5,733,0,1152,0,1152,1152
231.282667,6,828,0,1152,0,1152,1152
231.282673,7,226,0,0,0,0,226
231.28294,0,198,0,0,0,388,388
231.282942,1,264,0,0,0,388,388
231.282944,2,230,0,0,0,388,388
231.282946,3,325,0,388,0,388,388
231.282953,4,828,0,828,0,917,917
231.282955,5,652,0,0,0,917,917
231.282957,6,828,0,917,0,917,917
231.282963,7,788,0,0,0,0,788
231.28322,0,198,0,0,0,388,388
231.283221,1,194,0,0,0,388,388
231.283223,2,230,0,0,0,388,388
231.283225,3,325,0,0,0,388,388
231.283231,4,828,0,828,0,828,876
231.283233,5,690,0,0,0,828,876
231.283236,6,828,0,828,0,876,876
231.283242,7,282,0,0,0,0,282
231.283434,0,198,0,0,0,392,392
231.283436,1,219,0,0,0,392,392
231.283438,2,230,0,0,0,392,392
231.28344,3,294,0,0,0,392,392
231.283446,4,828,0,0,0,885,885
231.283447,5,749,0,885,0,885,885
231.28345,6,828,0,885,0,885,885
231.283456,7,350,0,0,0,0,350
231.283551,0,198,0,0,0,392,392
231.283552,1,219,0,0,0,392,392
231.283555,2,230,0,0,0,392,392
231.283557,3,289,0,0,0,392,392
231.283562,4,828,0,828,0,828,828
231.283565,5,755,0,0,0,828,828
231.283567,6,828,0,828,0,828,828
231.283573,7,350,0,0,0,0,350
231.283752,0,198,0,0,0,388,388
231.283754,1,316,0,0,0,388,388
231.283756,2,230,0,0,0,388,388
231.283758,3,289,0,388,0,388,388
231.283765,4,741,0,0,0,815,828
231.283766,5,828,0,828,0,828,828
231.28377,6,828,0,828,0,828,828
231.283775,7,350,0,0,0,0,350
231.283978,0,198,0,0,0,388,502
231.28398,1,316,0,0,0,388,502
231.283982,2,230,0,0,0,388,502
231.283986,3,307,0,388,0,502,502
231.284028,4,741,0,0,0,815,828
231.28403,5,828,0,828,0,828,828
231.284035,6,828,0,828,0,828,828
231.284489,0,234,0,0,0,353,463
231.28449,1,297,0,0,0,353,463
231.284493,2,325,0,353,0,353,463
231.284496,3,307,0,353,0,463,463
231.284503,4,597,0,0,0,597,828
231.284504,5,828,0,828,0,828,828
231.284508,6,828,0,0,0,828,828
231.284512,7,350,0,0,0,0,350
231.284743,0,226,0,0,0,332,466
231.284745,1,297,0,0,0,332,466
231.284747,2,325,0,332,0,332,466
231.284752,3,307,0,332,0,466,466
231.284819,0,226,0,0,0,332,468
231.284821,1,297,0,332,0,332,468
231.284824,2,298,0,0,0,332,468
231.284826,3,307,0,332,0,468,468
231.284832,4,659,0,0,0,659,828
231.284835,5,828,0,828,0,828,828
231.284838,6,828,0,828,0,828,828
231.284844,7,350,0,0,0,0,350
231.284952,0,226,0,0,0,272,468
231.284955,1,297,0,297,0,297,468
231.284958,2,242,0,0,0,297,468
231.28496,3,256,0,0,0,468,468
231.284966,4,766,0,766,0,766,828
231.284969,5,828,0,828,0,828,828
231.284973,6,828,0,828,0,828,828
231.284978,7,350,0,0,0,0,350
231.28517,4,828,0,828,0,1284,1284
231.285173,5,828,0,1284,0,1284,1284
231.285177,6,828,0,1284,0,1284,1284
231.285188,0,223,0,0,0,244,414
231.285189,1,297,0,297,0,297,414
